CAPEC,technique,CAPEC name,technique name,BoW link probability,spaCy link probability,BERT link probability,CWEs,Tactics,CAPEC original ID,Technique original ID
capec_00778,technique_00580,Functionality Misuse,Reflective Code Loading,0.04,0.43,0.34,"['Sequence of Processor Instructions Leads to Unexpected Behavior', 'Inclusion of Undocumented Features or Chicken Bits', 'Improper Write Handling in Limited-write Non-Volatile Memories']",['defense-evasion'],212,T1620
capec_00779,technique_00580,Fuzzing for application mapping,Reflective Code Loading,0.12,0.35,0.46,"['Insertion of Sensitive Information into Log File', 'Generation of Error Message Containing Sensitive Information']",['defense-evasion'],215,T1620
capec_00780,technique_00580,Communication Channel Manipulation,Reflective Code Loading,0.12,0.28,0.42,[],['defense-evasion'],216,T1620
capec_00781,technique_00580,Exploiting Incorrectly Configured SSL,Reflective Code Loading,0.06,0.33,0.32,['Insertion of Sensitive Information Into Sent Data'],['defense-evasion'],217,T1620
capec_00782,technique_00580,Spoofing of UDDI/ebXML Messages,Reflective Code Loading,0.1,0.44,0.42,['Insufficient Verification of Data Authenticity'],['defense-evasion'],218,T1620
capec_00783,technique_00580,XML Routing Detour Attacks,Reflective Code Loading,0.21,0.33,0.38,"[""Unintended Proxy or Intermediary ('Confused Deputy')"", 'Externally Controlled Reference to a Resource in Another Sphere']",['defense-evasion'],219,T1620
capec_00784,technique_00580,Client-Server Protocol Manipulation,Reflective Code Loading,0.08,0.37,0.4,"[""Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade')""]",['defense-evasion'],220,T1620
capec_00785,technique_00580,Data Serialization External Entities Blowup,Reflective Code Loading,0.07,0.26,0.43,['Improper Restriction of XML External Entity Reference'],['defense-evasion'],221,T1620
capec_00786,technique_00580,iFrame Overlay,Reflective Code Loading,0.02,0.32,0.26,['Improper Restriction of Rendered UI Layers or Frames'],['defense-evasion'],222,T1620
capec_00787,technique_00580,Fingerprinting,Reflective Code Loading,0.39,0.41,0.6,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],224,T1620
capec_00788,technique_00580,Session Credential Falsification through Manipulation,Reflective Code Loading,0.28,0.39,0.6,"['External Control of Assumed-Immutable Web Parameter', 'Reliance on Cookies without Validation and Integrity Checking']",['defense-evasion'],226,T1620
capec_00789,technique_00580,Sustained Client Engagement,Reflective Code Loading,0.25,0.45,0.45,[],['defense-evasion'],227,T1620
capec_00791,technique_00580,Serialized Data Parameter Blowup,Reflective Code Loading,0.16,0.47,0.57,['Allocation of Resources Without Limits or Throttling'],['defense-evasion'],229,T1620
capec_00792,technique_00580,Serialized Data with Nested Payloads,Reflective Code Loading,0.23,0.46,0.38,"['Improper Input Validation', 'Missing XML Validation', 'Allocation of Resources Without Limits or Throttling', 'Uncontrolled Recursion']",['defense-evasion'],230,T1620
capec_00793,technique_00580,Oversized Serialized Data Payloads,Reflective Code Loading,0.22,0.39,0.39,"['Improper Input Validation', 'Missing XML Validation', 'Allocation of Resources Without Limits or Throttling', 'Uncontrolled Recursion']",['defense-evasion'],231,T1620
capec_00794,technique_00580,Privilege Escalation,Reflective Code Loading,0.28,0.41,0.23,"['Improper Privilege Management', 'Improper Translation of Security Attributes by Fabric Bridge', 'Hardware Logic with Insecure De-Synchronization between Control and Data Channels']",['defense-evasion'],233,T1620
capec_00795,technique_00580,Hijacking a privileged process,Reflective Code Loading,0.4,0.51,0.36,"['Incorrect Permission Assignment for Critical Resource', 'Incorrect Use of Privileged APIs']",['defense-evasion'],234,T1620
capec_00796,technique_00580,Escaping a Sandbox by Calling Code in Another Language,Reflective Code Loading,0.26,0.46,0.32,['Protection Mechanism Failure'],['defense-evasion'],237,T1620
capec_00797,technique_00580,Resource Injection,Reflective Code Loading,0.13,0.34,0.23,"[""Improper Control of Resource Identifiers ('Resource Injection')""]",['defense-evasion'],240,T1620
capec_00798,technique_00580,Code Injection,Reflective Code Loading,0.11,0.32,0.25,"[""Improper Control of Generation of Code ('Code Injection')""]",['defense-evasion'],242,T1620
capec_00799,technique_00580,XSS Targeting HTML Attributes,Reflective Code Loading,0.03,0.31,0.46,['Improper Neutralization of Script in Attributes in a Web Page'],['defense-evasion'],243,T1620
capec_00800,technique_00580,XSS Targeting URI Placeholders,Reflective Code Loading,0.03,0.25,0.41,['Improper Neutralization of Script in Attributes in a Web Page'],['defense-evasion'],244,T1620
capec_00801,technique_00580,XSS Using Doubled Characters,Reflective Code Loading,0.12,0.46,0.41,['Doubled Character XSS Manipulations'],['defense-evasion'],245,T1620
capec_00802,technique_00580,XSS Using Invalid Characters,Reflective Code Loading,0.03,0.39,0.4,['Improper Neutralization of Invalid Characters in Identifiers in Web Pages'],['defense-evasion'],247,T1620
capec_00803,technique_00580,Command Injection,Reflective Code Loading,0.01,0.21,0.26,"[""Improper Neutralization of Special Elements used in a Command ('Command Injection')""]",['defense-evasion'],248,T1620
capec_00804,technique_00580,XML Injection,Reflective Code Loading,0.01,0.16,0.22,"['Improper Input Validation', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Neutralization', 'XML Injection (aka Blind XPath Injection)']",['defense-evasion'],250,T1620
capec_00805,technique_00580,Local Code Inclusion,Reflective Code Loading,0.15,0.36,0.38,['Inclusion of Functionality from Untrusted Control Sphere'],['defense-evasion'],251,T1620
capec_00806,technique_00580,PHP Local File Inclusion,Reflective Code Loading,0.17,0.38,0.4,['Inclusion of Functionality from Untrusted Control Sphere'],['defense-evasion'],252,T1620
capec_00807,technique_00580,Remote Code Inclusion,Reflective Code Loading,0.16,0.28,0.41,['Inclusion of Functionality from Untrusted Control Sphere'],['defense-evasion'],253,T1620
capec_00808,technique_00580,SOAP Array Overflow,Reflective Code Loading,0.11,0.18,0.22,['Buffer Access with Incorrect Length Value'],['defense-evasion'],256,T1620
capec_00809,technique_00580,Fuzzing for garnering other adjacent user/sensitive data,Reflective Code Loading,0.09,0.36,0.23,['Improper Input Validation'],['defense-evasion'],261,T1620
capec_00810,technique_00580,Force Use of Corrupted Files,Reflective Code Loading,0.38,0.46,0.34,['Inclusion of Functionality from Untrusted Control Sphere'],['defense-evasion'],263,T1620
capec_00811,technique_00580,Leverage Alternate Encoding,Reflective Code Loading,0.66,0.71,0.46,"['Improper Input Validation', 'Incomplete Denylist to Cross-Site Scripting', ""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Improper Handling of Alternate Encoding', 'Incorrect Comparison', 'Encoding Error', 'Incorrect Behavior Order: Validate Before Filter', 'Incorrect Behavior Order: Validate Before Canonicalize', 'External Control of File Name or Path']",['defense-evasion'],267,T1620
capec_00812,technique_00580,Audit Log Manipulation,Reflective Code Loading,0.11,0.38,0.61,['Improper Output Neutralization for Logs'],['defense-evasion'],268,T1620
capec_00813,technique_00580,Modification of Registry Run Keys,Reflective Code Loading,0.62,0.7,0.51,['External Control of System or Configuration Setting'],['defense-evasion'],270,T1620
capec_00814,technique_00580,Schema Poisoning,Reflective Code Loading,0.41,0.42,0.45,['External Control of System or Configuration Setting'],['defense-evasion'],271,T1620
capec_00815,technique_00580,Protocol Manipulation,Reflective Code Loading,0.12,0.32,0.42,[],['defense-evasion'],272,T1620
capec_00816,technique_00580,HTTP Response Smuggling,Reflective Code Loading,0.09,0.25,0.3,"[""Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')"", 'Interpretation Conflict']",['defense-evasion'],273,T1620
capec_00817,technique_00580,HTTP Verb Tampering,Reflective Code Loading,0.32,0.43,0.54,"['Authentication Bypass by Assumed-Immutable Data', 'Reliance on a Single Factor in a Security Decision']",['defense-evasion'],274,T1620
capec_00818,technique_00580,DNS Rebinding,Reflective Code Loading,0.22,0.42,0.4,['Reliance on Reverse DNS Resolution for a Security-Critical Action'],['defense-evasion'],275,T1620
capec_00819,technique_00580,Inter-component Protocol Manipulation,Reflective Code Loading,0.08,0.3,0.37,['Improper Neutralization'],['defense-evasion'],276,T1620
capec_00820,technique_00580,Data Interchange Protocol Manipulation,Reflective Code Loading,0.1,0.33,0.33,['Improper Neutralization'],['defense-evasion'],277,T1620
capec_00821,technique_00580,Web Services Protocol Manipulation,Reflective Code Loading,0.16,0.46,0.37,['Improper Neutralization'],['defense-evasion'],278,T1620
capec_00822,technique_00580,SOAP Manipulation,Reflective Code Loading,0.07,0.27,0.38,['Improper Neutralization'],['defense-evasion'],279,T1620
capec_00823,technique_00580,ICMP Echo Request Ping,Reflective Code Loading,0.47,0.34,0.51,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],285,T1620
capec_00824,technique_00580,TCP SYN Scan,Reflective Code Loading,0.34,0.34,0.45,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],287,T1620
capec_00825,technique_00580,Enumerate Mail Exchange (MX) Records,Reflective Code Loading,0.41,0.49,0.52,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],290,T1620
capec_00826,technique_00580,DNS Zone Transfers,Reflective Code Loading,0.32,0.42,0.5,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],291,T1620
capec_00827,technique_00580,Host Discovery,Reflective Code Loading,0.47,0.48,0.53,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],292,T1620
capec_00828,technique_00580,Traceroute Route Enumeration,Reflective Code Loading,0.41,0.47,0.57,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],293,T1620
capec_00829,technique_00580,ICMP Address Mask Request,Reflective Code Loading,0.47,0.39,0.5,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],294,T1620
capec_00830,technique_00580,Timestamp Request,Reflective Code Loading,0.52,0.55,0.69,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],295,T1620
capec_00831,technique_00580,ICMP Information Request,Reflective Code Loading,0.48,0.34,0.53,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],296,T1620
capec_00832,technique_00580,TCP ACK Ping,Reflective Code Loading,0.39,0.37,0.44,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],297,T1620
capec_00833,technique_00580,UDP Ping,Reflective Code Loading,0.41,0.39,0.57,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],298,T1620
capec_00834,technique_00580,TCP SYN Ping,Reflective Code Loading,0.39,0.42,0.41,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],299,T1620
capec_00835,technique_00580,Port Scanning,Reflective Code Loading,0.48,0.59,0.61,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],300,T1620
capec_00836,technique_00580,TCP Connect Scan,Reflective Code Loading,0.34,0.38,0.4,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],301,T1620
capec_00837,technique_00580,TCP FIN Scan,Reflective Code Loading,0.33,0.38,0.52,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],302,T1620
capec_00838,technique_00580,TCP Xmas Scan,Reflective Code Loading,0.34,0.4,0.48,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],303,T1620
capec_00839,technique_00580,TCP Null Scan,Reflective Code Loading,0.34,0.38,0.52,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],304,T1620
capec_00840,technique_00580,TCP ACK Scan,Reflective Code Loading,0.34,0.35,0.48,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],305,T1620
capec_00841,technique_00580,TCP Window Scan,Reflective Code Loading,0.34,0.44,0.46,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],306,T1620
capec_00842,technique_00580,TCP RPC Scan,Reflective Code Loading,0.34,0.34,0.51,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],307,T1620
capec_00843,technique_00580,UDP Scan,Reflective Code Loading,0.36,0.43,0.55,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],308,T1620
capec_00844,technique_00580,Network Topology Mapping,Reflective Code Loading,0.52,0.62,0.57,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],309,T1620
capec_00845,technique_00580,Scanning for Vulnerable Software,Reflective Code Loading,0.45,0.56,0.57,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],310,T1620
capec_00846,technique_00580,Active OS Fingerprinting,Reflective Code Loading,0.38,0.4,0.43,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],312,T1620
capec_00847,technique_00580,Passive OS Fingerprinting,Reflective Code Loading,0.34,0.34,0.45,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],313,T1620
capec_00848,technique_00580,IP ID Sequencing Probe,Reflective Code Loading,0.46,0.44,0.48,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],317,T1620
capec_00849,technique_00580,IP 'ID' Echoed Byte-Order Probe,Reflective Code Loading,0.53,0.49,0.34,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],318,T1620
capec_00850,technique_00580,IP (DF) 'Don't Fragment Bit' Echoing Probe,Reflective Code Loading,0.46,0.51,0.45,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],319,T1620
capec_00851,technique_00580,TCP Timestamp Probe,Reflective Code Loading,0.48,0.46,0.48,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],320,T1620
capec_00852,technique_00580,TCP Sequence Number Probe,Reflective Code Loading,0.44,0.51,0.45,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],321,T1620
capec_00853,technique_00580,TCP (ISN) Greatest Common Divisor Probe,Reflective Code Loading,0.45,0.47,0.55,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],322,T1620
capec_00854,technique_00580,TCP (ISN) Counter Rate Probe,Reflective Code Loading,0.44,0.53,0.45,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],323,T1620
capec_00855,technique_00580,TCP (ISN) Sequence Predictability Probe,Reflective Code Loading,0.44,0.46,0.47,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],324,T1620
capec_00856,technique_00580,TCP Congestion Control Flag (ECN) Probe,Reflective Code Loading,0.44,0.45,0.34,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],325,T1620
capec_00857,technique_00580,TCP Initial Window Size Probe,Reflective Code Loading,0.44,0.44,0.42,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],326,T1620
capec_00858,technique_00580,TCP Options Probe,Reflective Code Loading,0.44,0.48,0.39,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],327,T1620
capec_00859,technique_00580,TCP 'RST' Flag Checksum Probe,Reflective Code Loading,0.44,0.48,0.37,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],328,T1620
capec_00860,technique_00580,ICMP Error Message Quoting Probe,Reflective Code Loading,0.46,0.37,0.47,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],329,T1620
capec_00861,technique_00580,ICMP Error Message Echoing Integrity Probe,Reflective Code Loading,0.5,0.41,0.5,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],330,T1620
capec_00862,technique_00580,ICMP IP Total Length Field Probe,Reflective Code Loading,0.18,0.35,0.33,[],['defense-evasion'],331,T1620
capec_00863,technique_00580,ICMP IP 'ID' Field Error Message Probe,Reflective Code Loading,0.17,0.33,0.26,[],['defense-evasion'],332,T1620
capec_00864,technique_00580,Harvesting Information via API Event Monitoring,Reflective Code Loading,0.21,0.38,0.42,"['Unprotected Primary Channel', 'Client-Side Enforcement of Server-Side Security', 'Cleartext Transmission of Sensitive Information', 'Missing Encryption of Sensitive Data']",['defense-evasion'],383,T1620
capec_00865,technique_00580,Application API Message Manipulation via Man-in-the-Middle,Reflective Code Loading,0.15,0.25,0.32,"['Modification of Assumed-Immutable Data (MAID)', 'Missing Encryption of Sensitive Data', 'Insufficient Verification of Data Authenticity', 'Origin Validation Error', 'Client-Side Enforcement of Server-Side Security']",['defense-evasion'],384,T1620
capec_00866,technique_00580,Transaction or Event Tampering via Application API Manipulation,Reflective Code Loading,0.2,0.27,0.45,"['Modification of Assumed-Immutable Data (MAID)', 'Missing Encryption of Sensitive Data', 'Insufficient Verification of Data Authenticity', 'Origin Validation Error', 'Client-Side Enforcement of Server-Side Security']",['defense-evasion'],385,T1620
capec_00867,technique_00580,Application API Navigation Remapping,Reflective Code Loading,0.11,0.3,0.26,"['Modification of Assumed-Immutable Data (MAID)', 'Missing Encryption of Sensitive Data', 'Insufficient Verification of Data Authenticity', 'Origin Validation Error', 'Client-Side Enforcement of Server-Side Security']",['defense-evasion'],386,T1620
capec_00868,technique_00580,Navigation Remapping To Propagate Malicious Content,Reflective Code Loading,0.13,0.26,0.5,"['Modification of Assumed-Immutable Data (MAID)', 'Missing Encryption of Sensitive Data', 'Insufficient Verification of Data Authenticity', 'Origin Validation Error', 'Client-Side Enforcement of Server-Side Security']",['defense-evasion'],387,T1620
capec_00869,technique_00580,Application API Button Hijacking,Reflective Code Loading,0.29,0.36,0.35,"['Modification of Assumed-Immutable Data (MAID)', 'Missing Encryption of Sensitive Data', 'Insufficient Verification of Data Authenticity', 'Origin Validation Error', 'Client-Side Enforcement of Server-Side Security']",['defense-evasion'],388,T1620
capec_00870,technique_00580,Content Spoofing Via Application API Manipulation,Reflective Code Loading,0.17,0.33,0.31,['Missing Support for Integrity Check'],['defense-evasion'],389,T1620
capec_00871,technique_00580,Bypassing Physical Security,Reflective Code Loading,0.22,0.45,0.49,[],['defense-evasion'],390,T1620
capec_00872,technique_00580,Bypassing Physical Locks,Reflective Code Loading,0.12,0.4,0.51,[],['defense-evasion'],391,T1620
capec_00873,technique_00580,Lock Bumping,Reflective Code Loading,0.12,0.41,0.41,[],['defense-evasion'],392,T1620
capec_00874,technique_00580,Lock Picking,Reflective Code Loading,0.12,0.48,0.43,[],['defense-evasion'],393,T1620
capec_00875,technique_00580,Using a Snap Gun Lock to Force a Lock,Reflective Code Loading,0.16,0.42,0.46,[],['defense-evasion'],394,T1620
capec_00876,technique_00580,Bypassing Electronic Locks and Access Controls,Reflective Code Loading,0.15,0.46,0.51,[],['defense-evasion'],395,T1620
capec_00877,technique_00580,Cloning Magnetic Strip Cards,Reflective Code Loading,0.12,0.41,0.4,[],['defense-evasion'],397,T1620
capec_00878,technique_00580,Magnetic Strip Card Brute Force Attacks,Reflective Code Loading,0.11,0.38,0.46,[],['defense-evasion'],398,T1620
capec_00879,technique_00580,Cloning RFID Cards or Chips,Reflective Code Loading,0.2,0.48,0.45,[],['defense-evasion'],399,T1620
capec_00880,technique_00580,RFID Chip Deactivation or Destruction,Reflective Code Loading,0.2,0.41,0.45,[],['defense-evasion'],400,T1620
capec_00881,technique_00580,Physically Hacking Hardware,Reflective Code Loading,0.24,0.58,0.49,['Improper Physical Access Control'],['defense-evasion'],401,T1620
capec_00882,technique_00580,Bypassing ATA Password Security,Reflective Code Loading,0.26,0.52,0.49,['Improper Authorization'],['defense-evasion'],402,T1620
capec_00883,technique_00580,Dumpster Diving,Reflective Code Loading,0.12,0.52,0.44,[],['defense-evasion'],406,T1620
capec_00884,technique_00580,Pretexting,Reflective Code Loading,0.12,0.4,0.44,[],['defense-evasion'],407,T1620
capec_00885,technique_00580,Information Elicitation,Reflective Code Loading,0.15,0.53,0.45,[],['defense-evasion'],410,T1620
capec_00886,technique_00580,Pretexting via Customer Service,Reflective Code Loading,0.28,0.53,0.5,[],['defense-evasion'],412,T1620
capec_00887,technique_00580,Pretexting via Tech Support,Reflective Code Loading,0.1,0.37,0.37,[],['defense-evasion'],413,T1620
capec_00888,technique_00580,Pretexting via Delivery Person,Reflective Code Loading,0.1,0.44,0.44,[],['defense-evasion'],414,T1620
capec_00889,technique_00580,Pretexting via Phone,Reflective Code Loading,0.1,0.27,0.32,[],['defense-evasion'],415,T1620
capec_00890,technique_00580,Manipulate Human Behavior,Reflective Code Loading,0.18,0.39,0.52,[],['defense-evasion'],416,T1620
capec_00891,technique_00580,Influence Perception,Reflective Code Loading,0.08,0.31,0.61,[],['defense-evasion'],417,T1620
capec_00892,technique_00580,Influence Perception of Reciprocation,Reflective Code Loading,0.12,0.27,0.53,[],['defense-evasion'],418,T1620
capec_00893,technique_00580,Influence Perception of Scarcity,Reflective Code Loading,0.12,0.34,0.57,[],['defense-evasion'],420,T1620
capec_00894,technique_00580,Influence Perception of Authority,Reflective Code Loading,0.12,0.36,0.56,[],['defense-evasion'],421,T1620
capec_00895,technique_00580,Influence Perception of Commitment and Consistency,Reflective Code Loading,0.15,0.35,0.61,[],['defense-evasion'],422,T1620
capec_00896,technique_00580,Influence Perception of Liking,Reflective Code Loading,0.12,0.32,0.58,[],['defense-evasion'],423,T1620
capec_00897,technique_00580,Influence Perception of Consensus or Social Proof,Reflective Code Loading,0.2,0.41,0.67,[],['defense-evasion'],424,T1620
capec_00898,technique_00580,Target Influence via Framing,Reflective Code Loading,0.06,0.26,0.42,[],['defense-evasion'],425,T1620
capec_00899,technique_00580,Influence via Incentives,Reflective Code Loading,0.06,0.32,0.51,[],['defense-evasion'],426,T1620
capec_00900,technique_00580,Influence via Psychological Principles,Reflective Code Loading,0.06,0.24,0.42,[],['defense-evasion'],427,T1620
capec_00901,technique_00580,Influence via Modes of Thinking,Reflective Code Loading,0.09,0.36,0.4,[],['defense-evasion'],428,T1620
capec_00902,technique_00580,Target Influence via Eye Cues,Reflective Code Loading,0.06,0.28,0.41,[],['defense-evasion'],429,T1620
capec_00903,technique_00580,Target Influence via The Human Buffer Overflow,Reflective Code Loading,0.09,0.37,0.31,[],['defense-evasion'],433,T1620
capec_00904,technique_00580,Target Influence via Interview and Interrogation,Reflective Code Loading,0.09,0.25,0.38,[],['defense-evasion'],434,T1620
capec_00905,technique_00580,Target Influence via Instant Rapport,Reflective Code Loading,0.06,0.22,0.34,[],['defense-evasion'],435,T1620
capec_00906,technique_00580,Modification During Manufacture,Reflective Code Loading,0.37,0.56,0.43,[],['defense-evasion'],438,T1620
capec_00907,technique_00580,Manipulation During Distribution,Reflective Code Loading,0.46,0.54,0.51,['Product Released in Non-Release Configuration'],['defense-evasion'],439,T1620
capec_00908,technique_00580,Hardware Integrity Attack,Reflective Code Loading,0.24,0.51,0.46,[],['defense-evasion'],440,T1620
capec_00909,technique_00580,Malicious Logic Insertion,Reflective Code Loading,0.26,0.47,0.45,['Improper Access Control'],['defense-evasion'],441,T1620
capec_00910,technique_00580,Infected Software,Reflective Code Loading,0.13,0.47,0.48,[],['defense-evasion'],442,T1620
capec_00911,technique_00580,Malicious Logic Inserted Into Product Software by Authorized Developer,Reflective Code Loading,0.23,0.41,0.43,[],['defense-evasion'],443,T1620
capec_00912,technique_00580,Development Alteration,Reflective Code Loading,0.11,0.38,0.48,[],['defense-evasion'],444,T1620
capec_00913,technique_00580,Malicious Logic Insertion into Product Software via Configuration Management Manipulation,Reflective Code Loading,0.11,0.32,0.38,[],['defense-evasion'],445,T1620
capec_00914,technique_00580,Malicious Logic Insertion into Product Software via Inclusion of 3rd Party Component Dependency,Reflective Code Loading,0.13,0.31,0.3,[],['defense-evasion'],446,T1620
capec_00915,technique_00580,Design Alteration,Reflective Code Loading,0.11,0.34,0.45,[],['defense-evasion'],447,T1620
capec_00916,technique_00580,Embed Virus into DLL,Reflective Code Loading,0.16,0.47,0.45,[],['defense-evasion'],448,T1620
capec_00917,technique_00580,Infected Hardware,Reflective Code Loading,0.15,0.42,0.4,[],['defense-evasion'],452,T1620
capec_00918,technique_00580,Infected Memory,Reflective Code Loading,0.12,0.46,0.37,[],['defense-evasion'],456,T1620
capec_00919,technique_00580,USB Memory Attacks,Reflective Code Loading,0.09,0.36,0.32,[],['defense-evasion'],457,T1620
capec_00920,technique_00580,Flash Memory Attacks,Reflective Code Loading,0.09,0.32,0.42,[],['defense-evasion'],458,T1620
capec_00921,technique_00580,Creating a Rogue Certification Authority Certificate,Reflective Code Loading,0.08,0.43,0.43,"['Improper Certificate Validation', 'Authentication Bypass by Spoofing', 'Use of a Broken or Risky Cryptographic Algorithm']",['defense-evasion'],459,T1620
capec_00922,technique_00580,HTTP Parameter Pollution (HPP),Reflective Code Loading,0.1,0.26,0.18,"['Improper Neutralization of Input Terminators', 'Improper Handling of Extra Parameters', ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')""]",['defense-evasion'],460,T1620
capec_00923,technique_00580,Web Services API Signature Forgery Leveraging Hash Function Extension Weakness,Reflective Code Loading,0.23,0.46,0.41,"['Use of Weak Hash', 'Authentication Bypass by Spoofing']",['defense-evasion'],461,T1620
capec_00924,technique_00580,Cross-Domain Search Timing,Reflective Code Loading,0.21,0.29,0.38,"['Covert Timing Channel', 'Cross-Site Request Forgery (CSRF)', 'Observable Timing Discrepancy']",['defense-evasion'],462,T1620
capec_00925,technique_00580,Padding Oracle Crypto Attack,Reflective Code Loading,0.23,0.32,0.42,"['Improper Validation of Integrity Check Value', 'Generation of Error Message Containing Sensitive Information', 'Incorrect Behavior Order', 'Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking', 'Covert Channel', 'Improper Verification of Cryptographic Signature']",['defense-evasion'],463,T1620
capec_00926,technique_00580,Evercookie,Reflective Code Loading,0.42,0.5,0.63,['Exposure of Private Personal Information to an Unauthorized Actor'],['defense-evasion'],464,T1620
capec_00927,technique_00580,Transparent Proxy Abuse,Reflective Code Loading,0.12,0.36,0.47,"[""Unintended Proxy or Intermediary ('Confused Deputy')""]",['defense-evasion'],465,T1620
capec_00928,technique_00580,Leveraging Active Adversary in the Middle Attacks to Bypass Same Origin Policy,Reflective Code Loading,0.27,0.4,0.41,['Channel Accessible by Non-Endpoint'],['defense-evasion'],466,T1620
capec_00929,technique_00580,Cross Site Identification,Reflective Code Loading,0.42,0.47,0.65,"['Cross-Site Request Forgery (CSRF)', 'Exposure of Private Personal Information to an Unauthorized Actor']",['defense-evasion'],467,T1620
capec_00930,technique_00580,Generic Cross-Browser Cross-Domain Theft,Reflective Code Loading,0.1,0.33,0.34,"['Inappropriate Encoding for Output Context', 'Improper Handling of URL Encoding (Hex Encoding)', 'Improper Neutralization', 'Improper Neutralization of Quoting Syntax']",['defense-evasion'],468,T1620
capec_00931,technique_00580,HTTP DoS,Reflective Code Loading,0.34,0.5,0.48,"['Allocation of Resources Without Limits or Throttling', 'Missing Release of Resource after Effective Lifetime']",['defense-evasion'],469,T1620
capec_00932,technique_00580,Expanding Control over the Operating System from the Database,Reflective Code Loading,0.12,0.44,0.38,"[""Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')"", 'Execution with Unnecessary Privileges']",['defense-evasion'],470,T1620
capec_00933,technique_00580,Search Order Hijacking,Reflective Code Loading,0.81,0.77,0.61,['Uncontrolled Search Path Element'],['defense-evasion'],471,T1620
capec_00934,technique_00580,Browser Fingerprinting,Reflective Code Loading,0.39,0.44,0.56,['Exposure of Sensitive Information to an Unauthorized Actor'],['defense-evasion'],472,T1620
capec_00935,technique_00580,Signature Spoof,Reflective Code Loading,0.07,0.47,0.33,"['Improper Input Validation', 'Authentication Bypass by Spoofing', 'Use of a Broken or Risky Cryptographic Algorithm']",['defense-evasion'],473,T1620
capec_00936,technique_00580,Signature Spoofing by Key Theft,Reflective Code Loading,0.49,0.56,0.52,['Insufficiently Protected Credentials'],['defense-evasion'],474,T1620
capec_00937,technique_00580,Signature Spoofing by Improper Validation,Reflective Code Loading,0.14,0.38,0.52,"['Improper Certificate Validation', 'Improper Verification of Cryptographic Signature', 'Use of a Broken or Risky Cryptographic Algorithm']",['defense-evasion'],475,T1620
